Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
172195,Alpha Innovations,Display,Men 18-24,30 days,Instagram,0.09,7100.0,2.7,Houston,German,924,3515,7,Outdoor Adventurers,2021-10-07,0.262873399715505
123512,Innovate Industries,Email,Women 25-34,45 days,Google Ads,0.02,7249.0,2.52,Houston,French,998,9820,3,Tech Enthusiasts,2021-05-22,0.10162932790224033
8354,TechCorp,Influencer,Men 25-34,15 days,Instagram,0.12,14930.0,7.15,Los Angeles,Spanish,953,3316,4,Health & Wellness,2021-11-20,0.28739445114595896
51681,TechCorp,Search,Men 18-24,15 days,YouTube,0.02,15667.0,5.58,New York,German,195,8464,2,Foodies,2021-08-04,0.02303875236294896
137765,NexGen Systems,Social Media,Men 25-34,30 days,Google Ads,0.09,5923.0,2.09,Los Angeles,French,149,1999,7,Foodies,2021-06-09,0.07453726863431716
70770,Innovate Industries,Search,All Ages,45 days,Google Ads,0.04,17412.0,6.43,Miami,Spanish,612,9298,3,Health & Wellness,2021-11-21,0.06582060658206065
178024,Alpha Innovations,Social Media,All Ages,30 days,YouTube,0.12,7564.0,6.1,Los Angeles,English,246,9079,2,Foodies,2021-09-26,0.02709549509857914
198014,DataTech Solutions,Search,Men 18-24,30 days,Instagram,0.05,17745.0,4.61,Chicago,English,597,7078,9,Fashionistas,2021-07-03,0.08434586041254592
7055,TechCorp,Search,Women 35-44,30 days,YouTube,0.11,10867.0,6.37,Los Angeles,English,366,4165,5,Foodies,2021-04-30,0.08787515006002401
114886,NexGen Systems,Email,Men 18-24,15 days,Email,0.06,16627.0,2.45,Houston,Spanish,409,1898,5,Tech Enthusiasts,2021-10-03,0.2154899894625922
92621,DataTech Solutions,Search,Women 25-34,45 days,Facebook,0.02,18570.0,7.05,Miami,Spanish,447,2592,6,Health & Wellness,2021-10-03,0.1724537037037037
93462,NexGen Systems,Search,Women 35-44,60 days,Facebook,0.01,14828.0,4.86,New York,Mandarin,608,7103,3,Health & Wellness,2021-01-22,0.08559763480219626
84641,NexGen Systems,Email,Women 35-44,45 days,Website,0.14,11297.0,2.23,New York,German,185,8915,4,Outdoor Adventurers,2021-11-22,0.02075154234436343
53516,Alpha Innovations,Social Media,All Ages,30 days,YouTube,0.09,13686.0,5.58,New York,English,292,4077,5,Foodies,2021-08-14,0.07162129016433652
70141,NexGen Systems,Search,All Ages,45 days,Website,0.08,7950.0,2.22,Miami,German,216,6575,4,Health & Wellness,2021-03-02,0.03285171102661597
49212,DataTech Solutions,Email,Men 18-24,30 days,Website,0.13,12862.0,6.11,Houston,Mandarin,241,3368,4,Foodies,2021-10-29,0.07155581947743468
125778,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.06,11194.0,4.17,Los Angeles,German,691,5574,3,Outdoor Adventurers,2021-08-06,0.12396842482956584
165226,DataTech Solutions,Social Media,Women 35-44,30 days,YouTube,0.12,16642.0,4.0,Los Angeles,French,772,8742,1,Outdoor Adventurers,2021-09-03,0.08830931137039578
105962,TechCorp,Email,All Ages,30 days,Facebook,0.1,6142.0,3.22,Houston,French,349,6800,5,Tech Enthusiasts,2021-04-22,0.051323529411764705
177243,Alpha Innovations,Display,Men 25-34,30 days,Email,0.02,9991.0,2.57,Miami,Spanish,182,8425,1,Tech Enthusiasts,2021-08-06,0.021602373887240355
112688,Alpha Innovations,Search,Men 25-34,45 days,Google Ads,0.06,6869.0,3.17,Miami,Mandarin,954,2990,4,Foodies,2021-09-25,0.31906354515050167
160324,Innovate Industries,Social Media,Women 35-44,60 days,Google Ads,0.01,15984.0,3.06,Los Angeles,Mandarin,568,9337,8,Fashionistas,2021-03-30,0.0608332440826818
29719,Alpha Innovations,Search,Women 25-34,60 days,Google Ads,0.15,11668.0,7.98,Miami,English,659,9665,5,Outdoor Adventurers,2021-06-03,0.06818416968442835
90870,Innovate Industries,Influencer,Men 18-24,60 days,Facebook,0.05,6078.0,6.24,Miami,German,841,2183,4,Tech Enthusiasts,2021-12-16,0.3852496564360971
29454,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.05,6408.0,5.46,Los Angeles,German,424,8114,6,Fashionistas,2021-09-11,0.052255361104264236
31331,NexGen Systems,Social Media,Women 25-34,30 days,Instagram,0.05,13257.0,3.01,Los Angeles,English,846,9582,8,Foodies,2021-11-02,0.08829054477144646
131932,Alpha Innovations,Display,Women 25-34,30 days,Email,0.1,19916.0,5.26,Chicago,German,905,6281,8,Health & Wellness,2021-06-16,0.1440853367298201
45283,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.03,15064.0,7.09,Chicago,English,431,8443,2,Outdoor Adventurers,2021-01-23,0.05104820561411821
41079,TechCorp,Search,Women 35-44,30 days,Email,0.08,9752.0,4.18,Chicago,German,400,6343,3,Outdoor Adventurers,2021-07-18,0.06306164275579379
49342,Alpha Innovations,Search,Women 25-34,45 days,Facebook,0.09,16136.0,4.14,Miami,Spanish,446,4429,4,Fashionistas,2021-03-08,0.10069993226461955
115302,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.14,14747.0,2.14,New York,German,159,5825,9,Tech Enthusiasts,2021-11-23,0.027296137339055795
133385,Innovate Industries,Influencer,All Ages,30 days,Website,0.06,7125.0,7.54,New York,Mandarin,545,3413,8,Outdoor Adventurers,2021-06-09,0.15968356284793436
38444,TechCorp,Search,Men 18-24,15 days,YouTube,0.07,5421.0,4.01,New York,English,587,6725,4,Outdoor Adventurers,2021-04-29,0.08728624535315985
41342,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.11,13181.0,2.41,Houston,English,581,9325,4,Outdoor Adventurers,2021-04-07,0.06230563002680965
175512,Innovate Industries,Display,Men 18-24,15 days,Email,0.12,16232.0,4.96,Chicago,Spanish,811,1713,4,Outdoor Adventurers,2021-11-08,0.47343841214244015
167001,Alpha Innovations,Email,All Ages,60 days,Facebook,0.15,15555.0,4.48,Los Angeles,Mandarin,868,6622,1,Fashionistas,2021-07-15,0.13107822410147993
126313,TechCorp,Search,Men 18-24,15 days,YouTube,0.1,9805.0,3.09,Miami,German,627,8537,6,Fashionistas,2021-01-23,0.07344500409980087
20074,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.04,17006.0,7.38,Los Angeles,Spanish,470,9361,2,Tech Enthusiasts,2021-12-30,0.050208311077876294
147531,DataTech Solutions,Email,Men 18-24,45 days,Google Ads,0.07,6604.0,3.5,New York,French,963,3705,1,Foodies,2021-03-12,0.25991902834008096
192023,TechCorp,Display,Men 18-24,60 days,YouTube,0.14,16523.0,3.9,Houston,Mandarin,565,3204,8,Tech Enthusiasts,2021-02-02,0.17634207240948813
37798,TechCorp,Email,Women 35-44,45 days,YouTube,0.11,19483.0,4.55,Houston,English,532,2550,3,Tech Enthusiasts,2021-07-22,0.20862745098039215
36525,DataTech Solutions,Social Media,Men 25-34,45 days,Instagram,0.1,6732.0,3.81,Miami,French,382,8567,4,Foodies,2021-01-25,0.04458970468075172
181567,NexGen Systems,Email,Men 18-24,30 days,Facebook,0.07,13118.0,2.18,Houston,German,946,2954,2,Foodies,2021-06-11,0.32024373730534866
177602,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.04,16093.0,5.58,Los Angeles,French,445,2562,5,Outdoor Adventurers,2021-07-31,0.17369242779078845
62334,DataTech Solutions,Email,Women 35-44,15 days,Instagram,0.14,14690.0,5.24,New York,Mandarin,536,7200,5,Foodies,2021-10-11,0.07444444444444444
105838,DataTech Solutions,Email,Women 25-34,15 days,Facebook,0.08,5349.0,4.93,New York,German,744,5470,2,Outdoor Adventurers,2021-12-19,0.1360146252285192
86237,TechCorp,Social Media,Women 35-44,30 days,Facebook,0.1,14289.0,4.13,Los Angeles,Mandarin,792,1461,6,Health & Wellness,2021-04-07,0.5420944558521561
165254,Innovate Industries,Social Media,All Ages,45 days,Website,0.1,15960.0,4.88,Chicago,German,690,5409,7,Foodies,2021-10-01,0.12756516916250693
13392,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.13,8486.0,5.31,Houston,Mandarin,218,3804,7,Foodies,2021-09-09,0.057308096740273394
122730,DataTech Solutions,Email,All Ages,45 days,Email,0.03,5612.0,7.74,New York,German,166,6175,4,Outdoor Adventurers,2021-03-31,0.02688259109311741
89393,DataTech Solutions,Influencer,Women 25-34,45 days,YouTube,0.05,9953.0,4.3,New York,French,902,6127,2,Foodies,2021-11-29,0.14721723518850988
109717,Innovate Industries,Influencer,Men 25-34,30 days,Facebook,0.13,17893.0,2.7,New York,German,513,5859,1,Outdoor Adventurers,2021-08-05,0.08755760368663594
173368,NexGen Systems,Search,Women 35-44,60 days,Google Ads,0.07,12108.0,5.48,New York,German,360,5704,2,Outdoor Adventurers,2021-12-24,0.06311360448807854
133718,TechCorp,Influencer,All Ages,60 days,Email,0.08,16703.0,4.92,Los Angeles,English,597,1905,2,Foodies,2021-05-08,0.31338582677165355
25687,DataTech Solutions,Search,Men 18-24,15 days,Email,0.1,19097.0,7.53,Miami,Spanish,589,2634,1,Outdoor Adventurers,2021-05-17,0.22361427486712224
179536,NexGen Systems,Display,Men 18-24,30 days,Email,0.05,6036.0,2.27,Houston,French,129,5231,1,Fashionistas,2021-11-17,0.024660676734849934
3902,NexGen Systems,Email,Women 25-34,30 days,YouTube,0.08,13457.0,3.56,Los Angeles,German,397,9801,8,Outdoor Adventurers,2021-09-09,0.04050607080910111
53382,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.11,18184.0,5.01,Chicago,English,807,3528,5,Health & Wellness,2021-04-02,0.22874149659863946
181974,NexGen Systems,Email,Men 18-24,45 days,Google Ads,0.04,10074.0,3.81,Chicago,German,724,1326,8,Fashionistas,2021-07-23,0.5460030165912518
163991,TechCorp,Display,Men 18-24,15 days,Website,0.12,6081.0,5.72,Miami,French,200,1453,4,Tech Enthusiasts,2021-04-16,0.13764624913971094
143320,DataTech Solutions,Influencer,All Ages,45 days,Instagram,0.06,16693.0,3.93,Los Angeles,Mandarin,777,8787,3,Foodies,2021-08-28,0.08842608398770911
199370,TechCorp,Email,Women 25-34,30 days,YouTube,0.13,15790.0,5.29,New York,German,974,1485,2,Tech Enthusiasts,2021-03-21,0.6558922558922559
84237,DataTech Solutions,Social Media,Men 25-34,15 days,Email,0.12,14075.0,7.89,Houston,English,637,6239,6,Fashionistas,2021-10-14,0.10209969546401666
79760,Alpha Innovations,Influencer,Men 25-34,30 days,Website,0.02,5799.0,2.61,Los Angeles,German,514,7402,10,Fashionistas,2021-07-09,0.06944069170494462
76213,DataTech Solutions,Email,All Ages,30 days,Email,0.01,5699.0,2.13,Los Angeles,English,310,4899,1,Health & Wellness,2021-10-20,0.06327822004490713
140052,DataTech Solutions,Influencer,Women 25-34,15 days,Email,0.15,8442.0,3.42,New York,French,460,5268,5,Tech Enthusiasts,2021-09-14,0.08731966590736523
91591,DataTech Solutions,Display,All Ages,15 days,YouTube,0.05,18785.0,7.19,Chicago,Spanish,531,9390,9,Tech Enthusiasts,2021-12-07,0.056549520766773165
33806,Innovate Industries,Email,Men 25-34,60 days,Website,0.13,7539.0,4.79,Chicago,German,117,3036,10,Foodies,2021-08-14,0.038537549407114624
8198,NexGen Systems,Display,Men 18-24,30 days,Website,0.09,12834.0,3.16,Chicago,German,501,4773,6,Tech Enthusiasts,2021-06-17,0.1049654305468259
59549,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.02,5368.0,6.61,Miami,German,721,8559,5,Fashionistas,2021-02-23,0.08423881294543756
197310,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.07,5653.0,2.1,Los Angeles,English,207,8048,3,Fashionistas,2021-07-29,0.025720675944333995
23073,Alpha Innovations,Search,All Ages,45 days,Instagram,0.09,9119.0,6.32,Chicago,Spanish,452,4212,2,Foodies,2021-03-19,0.10731244064577398
81714,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.05,10935.0,4.96,Houston,French,776,4128,8,Outdoor Adventurers,2021-11-15,0.187984496124031
181874,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.13,10744.0,2.62,Miami,English,745,8203,3,Tech Enthusiasts,2021-04-14,0.09082043154943313
19809,Alpha Innovations,Social Media,Women 35-44,60 days,Website,0.07,6872.0,4.12,Los Angeles,Spanish,769,6344,1,Foodies,2021-04-09,0.12121689785624212
143164,TechCorp,Display,All Ages,45 days,Email,0.1,9828.0,5.59,New York,German,167,7068,1,Tech Enthusiasts,2021-03-25,0.02362761743067346
23347,Alpha Innovations,Search,Men 25-34,15 days,Google Ads,0.01,8339.0,7.49,Chicago,English,543,3293,2,Health & Wellness,2021-12-18,0.16489523231096265
10011,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,0.04,10986.0,4.78,Los Angeles,German,942,8172,1,Outdoor Adventurers,2021-06-05,0.11527165932452275
2114,Innovate Industries,Influencer,All Ages,30 days,Website,0.09,17575.0,4.14,New York,Mandarin,305,2454,2,Outdoor Adventurers,2021-10-16,0.12428687856560718
145967,Innovate Industries,Display,Women 35-44,45 days,Facebook,0.1,15635.0,4.47,Miami,Spanish,359,6349,10,Fashionistas,2021-11-28,0.05654433769097496
10473,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.03,8197.0,5.27,New York,English,455,3285,2,Tech Enthusiasts,2021-09-10,0.1385083713850837
45830,TechCorp,Email,Men 25-34,15 days,Instagram,0.03,16261.0,2.87,Chicago,Spanish,347,6070,9,Fashionistas,2021-07-24,0.057166392092257004
166314,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.11,15670.0,6.98,Miami,English,370,6690,10,Foodies,2021-08-27,0.05530642750373692
76501,TechCorp,Influencer,Women 25-34,45 days,Google Ads,0.02,9433.0,2.9,Chicago,English,625,9192,4,Foodies,2021-08-04,0.06799390774586597
52525,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.09,11362.0,2.06,Miami,English,581,2368,1,Fashionistas,2021-11-26,0.24535472972972974
121455,TechCorp,Email,Men 25-34,60 days,Instagram,0.08,5375.0,7.06,Houston,English,153,6705,6,Tech Enthusiasts,2021-10-02,0.022818791946308724
126256,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.05,5788.0,6.95,Houston,Mandarin,995,1200,5,Health & Wellness,2021-11-27,0.8291666666666667
50719,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.09,17561.0,3.55,New York,Spanish,612,7083,8,Foodies,2021-12-15,0.08640406607369759
134080,DataTech Solutions,Search,Men 18-24,45 days,Email,0.07,15417.0,6.52,Houston,Spanish,615,7207,1,Foodies,2021-05-05,0.08533370334397114
122492,TechCorp,Influencer,All Ages,60 days,Facebook,0.08,16039.0,2.68,Chicago,French,165,5697,3,Fashionistas,2021-08-05,0.028962611901000527
63053,Innovate Industries,Social Media,Women 35-44,15 days,Facebook,0.02,8039.0,4.6,New York,Mandarin,671,4024,2,Fashionistas,2021-09-30,0.16674950298210736
181270,TechCorp,Social Media,Men 25-34,60 days,Instagram,0.11,18696.0,6.9,Los Angeles,French,897,8625,1,Tech Enthusiasts,2021-08-18,0.104
6685,NexGen Systems,Display,Men 18-24,60 days,Instagram,0.1,19282.0,7.05,Miami,French,947,5971,2,Foodies,2021-04-25,0.15859989951431921
109528,TechCorp,Social Media,Men 25-34,60 days,YouTube,0.11,15822.0,6.85,Chicago,German,694,1650,5,Tech Enthusiasts,2021-01-28,0.4206060606060606
20525,NexGen Systems,Influencer,All Ages,15 days,Instagram,0.1,19608.0,3.83,Chicago,German,371,8983,10,Outdoor Adventurers,2021-03-26,0.04130023377490816
199325,Innovate Industries,Email,All Ages,30 days,Email,0.14,19761.0,5.58,New York,Spanish,449,3076,6,Fashionistas,2021-02-04,0.14596879063719115
106241,NexGen Systems,Search,Women 35-44,45 days,Website,0.14,19135.0,3.59,Miami,Mandarin,906,3222,10,Outdoor Adventurers,2021-01-26,0.2811918063314711
9681,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.12,16007.0,5.39,Los Angeles,Mandarin,102,8610,4,Fashionistas,2021-07-10,0.011846689895470384
91847,Alpha Innovations,Influencer,Women 35-44,15 days,Email,0.11,9860.0,2.54,New York,Mandarin,188,7021,9,Foodies,2021-08-20,0.02677681241988321
85255,TechCorp,Social Media,All Ages,60 days,Email,0.14,12616.0,6.6,Chicago,Spanish,827,9726,6,Health & Wellness,2021-07-29,0.08502981698539996
172515,TechCorp,Influencer,Women 35-44,60 days,YouTube,0.02,19274.0,6.87,Chicago,Mandarin,583,5503,8,Outdoor Adventurers,2021-08-23,0.10594221333817917
74595,TechCorp,Search,Men 25-34,45 days,Google Ads,0.15,14424.0,5.18,Houston,Mandarin,659,9298,9,Outdoor Adventurers,2021-05-15,0.07087545708754571
149517,TechCorp,Display,All Ages,60 days,Facebook,0.11,18716.0,5.97,Chicago,Spanish,357,9115,1,Outdoor Adventurers,2021-08-20,0.03916620954470653
3212,DataTech Solutions,Search,Women 35-44,60 days,Instagram,0.12,17965.0,2.55,New York,Mandarin,256,8403,4,Health & Wellness,2021-10-19,0.03046531000833036
101644,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,0.07,19570.0,2.71,Chicago,French,792,4392,4,Fashionistas,2021-06-23,0.18032786885245902
71146,Innovate Industries,Influencer,Men 18-24,60 days,Website,0.06,14024.0,7.15,New York,Mandarin,465,2753,5,Outdoor Adventurers,2021-12-02,0.16890664729386123
99289,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,0.14,16225.0,3.46,Houston,Spanish,510,5268,2,Outdoor Adventurers,2021-01-09,0.09681093394077449
193988,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.11,6520.0,7.98,Miami,Mandarin,231,8864,7,Foodies,2021-06-22,0.02606046931407942
131015,TechCorp,Display,Women 25-34,45 days,Email,0.13,13032.0,4.98,Los Angeles,Spanish,880,2827,3,Health & Wellness,2021-12-11,0.311284046692607
114379,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.08,9271.0,7.69,Miami,German,848,3451,6,Outdoor Adventurers,2021-05-14,0.24572587655751957
199624,TechCorp,Influencer,All Ages,60 days,YouTube,0.08,16751.0,4.06,Miami,Mandarin,838,1085,8,Foodies,2021-11-30,0.7723502304147466
58592,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.08,15268.0,7.47,Houston,English,786,9751,9,Fashionistas,2021-07-11,0.08060711721874679
2725,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.07,19828.0,5.31,New York,Spanish,263,8563,6,Fashionistas,2021-06-19,0.030713534976059793
121313,TechCorp,Search,Men 25-34,60 days,Instagram,0.05,15959.0,5.18,New York,English,544,8001,4,Fashionistas,2021-05-13,0.0679915010623672
179543,Alpha Innovations,Social Media,Men 18-24,30 days,YouTube,0.06,8671.0,2.19,Los Angeles,Mandarin,146,8213,3,Tech Enthusiasts,2021-11-24,0.017776695482771217
185004,NexGen Systems,Email,Women 35-44,15 days,Google Ads,0.03,19437.0,2.36,Chicago,French,892,1768,5,Fashionistas,2021-11-10,0.504524886877828
165960,DataTech Solutions,Display,Women 35-44,60 days,Email,0.06,10744.0,5.54,Houston,French,272,9624,3,Foodies,2021-09-07,0.02826267664172901
139712,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.12,15203.0,7.05,Los Angeles,Spanish,728,5949,3,Foodies,2021-10-09,0.12237350815263069
178427,Innovate Industries,Search,Men 18-24,45 days,Google Ads,0.13,10913.0,3.95,Miami,Mandarin,727,5126,1,Fashionistas,2021-11-03,0.14182598517362466
198873,Alpha Innovations,Email,Women 35-44,30 days,Google Ads,0.13,11603.0,3.19,New York,German,894,7599,9,Fashionistas,2021-11-09,0.11764705882352941
149174,TechCorp,Email,Women 35-44,60 days,YouTube,0.11,15963.0,3.78,Los Angeles,Mandarin,857,6408,6,Health & Wellness,2021-09-11,0.13373907615480649
31207,Innovate Industries,Social Media,Women 25-34,60 days,Instagram,0.11,11749.0,2.62,Los Angeles,Spanish,162,2083,2,Outdoor Adventurers,2021-07-01,0.07777244359097456
174853,DataTech Solutions,Search,Men 25-34,30 days,Email,0.14,16709.0,7.62,New York,English,665,5917,1,Outdoor Adventurers,2021-01-18,0.11238803447693088
160947,DataTech Solutions,Email,All Ages,45 days,Email,0.03,11464.0,6.48,New York,German,617,1113,2,Foodies,2021-12-13,0.5543575920934412
43041,Alpha Innovations,Display,Women 35-44,45 days,Email,0.14,11290.0,5.11,Miami,German,753,6579,10,Health & Wellness,2021-12-02,0.11445508435932512
198359,Alpha Innovations,Influencer,Women 25-34,60 days,Facebook,0.02,12022.0,5.59,Miami,Spanish,847,2584,4,Health & Wellness,2021-06-13,0.32778637770897834
142230,TechCorp,Search,Men 25-34,45 days,Facebook,0.13,18438.0,2.05,Houston,English,934,8549,1,Fashionistas,2021-09-02,0.10925254415721138
37825,NexGen Systems,Display,Women 35-44,60 days,Website,0.11,16752.0,6.03,New York,English,972,2129,1,Health & Wellness,2021-08-18,0.4565523720056365
47024,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.02,9325.0,5.65,Chicago,Mandarin,959,6650,3,Fashionistas,2021-10-31,0.14421052631578948
129166,Innovate Industries,Influencer,Women 35-44,15 days,Facebook,0.03,17941.0,2.8,Miami,Spanish,446,4432,3,Foodies,2021-11-17,0.10063176895306859
12330,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,0.05,19605.0,4.5,New York,Spanish,815,1696,1,Tech Enthusiasts,2021-10-12,0.4805424528301887
28412,NexGen Systems,Social Media,Men 18-24,30 days,Facebook,0.08,12400.0,5.89,Chicago,Mandarin,487,6374,2,Foodies,2021-11-03,0.07640414182616881
123180,TechCorp,Email,All Ages,60 days,Website,0.06,6441.0,4.75,Houston,German,291,3207,6,Foodies,2021-06-24,0.09073900841908325
89318,TechCorp,Email,All Ages,60 days,Google Ads,0.02,8425.0,3.2,New York,German,597,8318,3,Health & Wellness,2021-09-15,0.07177206059148834
90254,DataTech Solutions,Display,Men 25-34,30 days,Website,0.09,18109.0,6.54,Los Angeles,German,506,1770,9,Outdoor Adventurers,2021-04-09,0.2858757062146893
108803,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.15,15521.0,2.91,Houston,Mandarin,585,2804,10,Outdoor Adventurers,2021-02-02,0.2086305278174037
97661,Alpha Innovations,Influencer,Men 25-34,45 days,Email,0.03,19467.0,5.21,Los Angeles,German,556,2554,5,Health & Wellness,2021-07-25,0.21769772905246673
185454,Innovate Industries,Social Media,Men 18-24,60 days,Facebook,0.05,10398.0,6.94,New York,Spanish,429,8615,3,Fashionistas,2021-02-03,0.0497968659315148
174862,TechCorp,Display,Women 35-44,15 days,Email,0.1,11007.0,5.1,Chicago,German,259,6232,8,Foodies,2021-01-27,0.0415596919127086
8114,Innovate Industries,Search,All Ages,60 days,YouTube,0.05,11367.0,2.43,Los Angeles,Spanish,388,6895,10,Tech Enthusiasts,2021-03-25,0.05627266134880348
171074,Innovate Industries,Email,Men 18-24,45 days,YouTube,0.09,8561.0,7.16,Miami,Spanish,169,7095,8,Outdoor Adventurers,2021-09-11,0.023819591261451726
164825,TechCorp,Email,Women 35-44,60 days,Instagram,0.02,9278.0,7.73,Los Angeles,French,219,7159,1,Tech Enthusiasts,2021-07-29,0.030590864645900266
88881,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.02,19081.0,7.66,Chicago,English,429,2973,9,Outdoor Adventurers,2021-07-05,0.1442986881937437
134613,Alpha Innovations,Email,Women 35-44,45 days,Google Ads,0.06,5368.0,3.72,Los Angeles,German,663,6557,9,Tech Enthusiasts,2021-10-20,0.1011133140155559
142927,NexGen Systems,Email,Men 18-24,30 days,YouTube,0.15,19909.0,2.12,Houston,French,744,7483,7,Health & Wellness,2021-07-31,0.09942536415875985
118316,DataTech Solutions,Email,All Ages,15 days,Facebook,0.03,10353.0,2.16,New York,Mandarin,623,8209,2,Outdoor Adventurers,2021-02-25,0.07589231331465465
110252,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.14,15689.0,6.17,Los Angeles,French,878,9632,2,Tech Enthusiasts,2021-01-22,0.09115448504983388
168156,NexGen Systems,Social Media,Women 35-44,45 days,Instagram,0.06,13972.0,2.07,Chicago,Spanish,325,5399,2,Tech Enthusiasts,2021-09-13,0.060196332654195224
77902,Alpha Innovations,Social Media,Women 25-34,15 days,Facebook,0.08,9231.0,4.54,Houston,German,542,2963,3,Outdoor Adventurers,2021-06-06,0.1829227134660817
30856,DataTech Solutions,Social Media,Women 25-34,15 days,Google Ads,0.05,5714.0,2.32,Houston,English,275,1503,7,Fashionistas,2021-07-15,0.18296739853626082
108180,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.02,15575.0,4.12,Houston,German,809,9486,6,Tech Enthusiasts,2021-05-20,0.08528357579590976
66529,NexGen Systems,Search,All Ages,15 days,Instagram,0.02,7560.0,5.6,New York,French,153,3799,2,Outdoor Adventurers,2021-04-09,0.04027375625164517
181545,Innovate Industries,Search,Women 35-44,30 days,Website,0.04,14522.0,3.84,New York,German,934,4346,1,Health & Wellness,2021-05-20,0.21491026231017027
111284,Innovate Industries,Email,Men 18-24,60 days,Website,0.01,19947.0,5.95,Miami,German,897,7529,8,Outdoor Adventurers,2021-11-20,0.11913932793199628
160422,NexGen Systems,Display,Women 25-34,15 days,Instagram,0.07,9699.0,2.18,Chicago,English,254,3398,1,Outdoor Adventurers,2021-07-06,0.07474985285462037
132589,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.15,16739.0,5.58,Miami,English,483,9637,7,Outdoor Adventurers,2021-04-04,0.050119331742243436
151009,Alpha Innovations,Influencer,Men 25-34,45 days,Facebook,0.11,6283.0,6.0,Chicago,German,967,4861,9,Outdoor Adventurers,2021-09-21,0.19893026126311458
7,NexGen Systems,Email,Women 35-44,60 days,Website,0.13,11067.0,2.86,Los Angeles,Spanish,817,8749,10,Tech Enthusiasts,2021-01-07,0.09338210081152132
197138,TechCorp,Social Media,All Ages,45 days,Facebook,0.13,18759.0,2.75,Chicago,Mandarin,386,6614,7,Health & Wellness,2021-02-07,0.058361052313274875
52568,Alpha Innovations,Influencer,All Ages,60 days,Facebook,0.04,5038.0,4.78,Los Angeles,Mandarin,578,8113,2,Outdoor Adventurers,2021-01-08,0.07124368297793665
184998,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.03,8566.0,4.27,New York,German,620,4691,1,Health & Wellness,2021-11-04,0.13216798124067364
69995,Innovate Industries,Influencer,Women 35-44,30 days,Email,0.12,7475.0,3.52,Houston,French,715,9830,7,Tech Enthusiasts,2021-10-07,0.07273652085452696
170243,Alpha Innovations,Social Media,Women 35-44,30 days,Google Ads,0.12,16867.0,2.89,New York,French,441,8934,4,Tech Enthusiasts,2021-06-02,0.0493619879113499
193698,Innovate Industries,Social Media,Women 35-44,60 days,Email,0.05,11317.0,6.89,Miami,French,117,2361,9,Foodies,2021-09-05,0.04955527318932656
23232,DataTech Solutions,Display,Men 25-34,30 days,Instagram,0.06,15497.0,2.8,New York,French,993,5642,1,Fashionistas,2021-08-25,0.1760014179369018
120422,Alpha Innovations,Search,Men 18-24,60 days,Website,0.14,14285.0,6.55,Los Angeles,German,253,6581,9,Tech Enthusiasts,2021-12-03,0.038444005470293266
124822,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.03,18721.0,3.45,Los Angeles,Mandarin,801,8823,2,Outdoor Adventurers,2021-12-23,0.09078544712682761
190854,TechCorp,Email,Women 25-34,15 days,Email,0.05,7060.0,5.07,Los Angeles,English,289,7230,1,Outdoor Adventurers,2021-11-20,0.03997233748271092
